chronological_rank,release_date,date_confidence,evolution_id,name,name_zh,slug,category,status,url
379,2026-02-02,exact,430,Up in the Air,,up-in-the-air,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/430/up-in-the-air
380,2026-02-02,inferred,431,5* Weak Foot,,5-weak-foot,FS ACADEMY,expired,https://www.futbin.com/26/evolutions/431/5-weak-foot
381,2026-02-03,inferred,436,Intercept,,intercept,REWARDS,expired,https://www.futbin.com/26/evolutions/436/intercept
382,2026-02-03,inferred,437,Rapid+,,rapid,REWARDS,expired,https://www.futbin.com/26/evolutions/437/rapid
383,2026-02-03,inferred,438,5* Skill Moves,,5-skill-moves,FS ACADEMY,expired,https://www.futbin.com/26/evolutions/438/5-skill-moves
384,2026-02-03,inferred,439,Incisive Pass+,,incisive-pass,REWARDS,expired,https://www.futbin.com/26/evolutions/439/incisive-pass
385,2026-02-03,inferred,440,Agile Maestro,,agile-maestro,REWARDS,expired,https://www.futbin.com/26/evolutions/440/agile-maestro
386,2026-02-03,exact,441,Link-Up Boost,,link-up-boost,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/441/link-up-boost
387,2026-02-05,exact,442,Technical Institute,,technical-institute,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/442/technical-institute
388,2026-02-06,exact,443,Meeks Mode,,meeks-mode,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/443/meeks-mode
389,2026-02-06,inferred,447,Anticipate,,anticipate,REWARDS,expired,https://www.futbin.com/26/evolutions/447/anticipate
390,2026-02-07,inferred,448,Jockey+,,jockey,REWARDS,expired,https://www.futbin.com/26/evolutions/448/jockey
391,2026-02-07,inferred,449,5 Stars Skill Moves Upgrade,,5-stars-skill-moves-upgrade,FS ACADEMY,expired,https://www.futbin.com/26/evolutions/449/5-stars-skill-moves-upgrade
392,2026-02-07,inferred,450,5 Stars Weak Foot Upgrade,,5-stars-weak-foot-upgrade,FS ACADEMY,expired,https://www.futbin.com/26/evolutions/450/5-stars-weak-foot-upgrade
393,2026-02-07,inferred,451,Future Stars Academy II,,future-stars-academy-ii,FS ACADEMY,expired,https://www.futbin.com/26/evolutions/451/future-stars-academy-ii
394,2026-02-07,inferred,452,Finesse Shot,,finesse-shot,REWARDS,expired,https://www.futbin.com/26/evolutions/452/finesse-shot
395,2026-02-07,exact,453,Hold & Play,,hold--play,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/453/hold--play
396,2026-02-07,exact,454,Future Stars,,future-stars,COSMETICS,expired,https://www.futbin.com/26/evolutions/454/future-stars
397,2026-02-08,exact,455,The Prince from Arenys,,the-prince-from-arenys,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/455/the-prince-from-arenys
398,2026-02-09,inferred,456,Pinged Pass,,pinged-pass,REWARDS,expired,https://www.futbin.com/26/evolutions/456/pinged-pass
399,2026-02-09,exact,457,Make the Link,,make-the-link,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/457/make-the-link
400,2026-02-10,exact,458,The Duck,,the-duck,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/458/the-duck
401,2026-02-11,exact,459,Shove Off,,shove-off,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/459/shove-off
402,2026-02-12,exact,460,That Ball is Mine,,that-ball-is-mine,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/460/that-ball-is-mine
403,2026-02-13,inferred,461,Crowned Maestro,,crowned-maestro,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/461/crowned-maestro
404,2026-02-13,exact,462,GK Roles++,,gk-roles,ROLES,expired,https://www.futbin.com/26/evolutions/462/gk-roles
405,2026-02-13,exact,463,LB Roles++,,lb-roles,ROLES,expired,https://www.futbin.com/26/evolutions/463/lb-roles
406,2026-02-13,exact,464,RB Roles++,,rb-roles,ROLES,expired,https://www.futbin.com/26/evolutions/464/rb-roles
407,2026-02-13,exact,465,CB Roles++,,cb-roles,ROLES,expired,https://www.futbin.com/26/evolutions/465/cb-roles
408,2026-02-13,exact,466,CDM Roles++,,cdm-roles,ROLES,expired,https://www.futbin.com/26/evolutions/466/cdm-roles
409,2026-02-13,exact,467,CM Roles++,,cm-roles,ROLES,expired,https://www.futbin.com/26/evolutions/467/cm-roles
410,2026-02-13,exact,468,LW Roles++,,lw-roles,ROLES,expired,https://www.futbin.com/26/evolutions/468/lw-roles
411,2026-02-13,exact,469,RW Roles++,,rw-roles,ROLES,expired,https://www.futbin.com/26/evolutions/469/rw-roles
412,2026-02-13,exact,470,ST Roles++,,st-roles,ROLES,expired,https://www.futbin.com/26/evolutions/470/st-roles
413,2026-02-13,exact,471,LM Roles++,,lm-roles,ROLES,expired,https://www.futbin.com/26/evolutions/471/lm-roles
414,2026-02-13,exact,472,RM Roles++,,rm-roles,ROLES,expired,https://www.futbin.com/26/evolutions/472/rm-roles
415,2026-02-13,exact,473,CAM Roles++,,cam-roles,ROLES,expired,https://www.futbin.com/26/evolutions/473/cam-roles
416,2026-02-14,inferred,474,Get your Protein,,get-your-protein,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/474/get-your-protein
417,2026-02-14,exact,475,Knockout Royalty,,knockout-royalty,COSMETICS,expired,https://www.futbin.com/26/evolutions/475/knockout-royalty
418,2026-02-14,exact,476,Knockout Royalty Icon,,knockout-royalty-icon,COSMETICS,expired,https://www.futbin.com/26/evolutions/476/knockout-royalty-icon
419,2026-02-14,inferred,477,Tiki Taka+,,tiki-taka,REWARDS,expired,https://www.futbin.com/26/evolutions/477/tiki-taka
420,2026-02-14,inferred,478,Block+,,block,REWARDS,expired,https://www.futbin.com/26/evolutions/478/block
421,2026-02-14,inferred,479,Bruiser+,,bruiser,REWARDS,expired,https://www.futbin.com/26/evolutions/479/bruiser
422,2026-02-15,inferred,480,Complete Fnisher,,complete-fnisher,REWARDS,expired,https://www.futbin.com/26/evolutions/480/complete-fnisher
423,2026-02-15,inferred,481,Positional Excellence,,positional-excellence,REWARDS,expired,https://www.futbin.com/26/evolutions/481/positional-excellence
424,2026-02-15,inferred,482,Inside Edge,,inside-edge,REWARDS,active,https://www.futbin.com/26/evolutions/482/inside-edge
425,2026-02-15,exact,483,The Invisible Wall,,the-invisible-wall,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/483/the-invisible-wall
426,2026-02-16,inferred,484,Box Guardian,,box-guardian,REWARDS,expired,https://www.futbin.com/26/evolutions/484/box-guardian
427,2026-02-16,inferred,485,Footwork+,,footwork,REWARDS,expired,https://www.futbin.com/26/evolutions/485/footwork
428,2026-02-17,exact,486,Just Shoot,,just-shoot,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/486/just-shoot
429,2026-02-18,exact,487,Refined Flank Runner,,refined-flank-runner,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/487/refined-flank-runner
430,2026-02-19,exact,488,Mindset Training,,mindset-training,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/488/mindset-training
431,2026-02-20,exact,489,Fantasy FC Path,,fantasy-fc-path,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/489/fantasy-fc-path
432,2026-02-20,exact,490,Running Workout,,running-workout,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/490/running-workout
433,2026-02-21,exact,491,Fantasy Staple,,fantasy-staple,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/491/fantasy-staple
434,2026-02-21,exact,492,Fantasy FC,,fantasy-fc,COSMETICS,expired,https://www.futbin.com/26/evolutions/492/fantasy-fc
435,2026-02-22,exact,493,Bronze Glow Up,,bronze-glow-up,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/493/bronze-glow-up
436,2026-02-22,inferred,494,Climb The Ladder,,climb-the-ladder,REWARDS,expired,https://www.futbin.com/26/evolutions/494/climb-the-ladder
437,2026-02-23,inferred,495,Passing Pro,,passing-pro,REWARDS,expired,https://www.futbin.com/26/evolutions/495/passing-pro
438,2026-02-23,inferred,496,Instant Impact,,instant-impact,REWARDS,expired,https://www.futbin.com/26/evolutions/496/instant-impact
439,2026-02-23,exact,497,Going on an Adventure,,going-on-an-adventure,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/497/going-on-an-adventure
440,2026-02-24,inferred,498,Fantasy Captain ICON,,fantasy-captain-icon,REWARDS,expired,https://www.futbin.com/26/evolutions/498/fantasy-captain-icon
441,2026-02-25,exact,499,Calm & Collected,,calm--collected,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/499/calm--collected
442,2026-02-26,exact,500,Midfield Dynamo,,midfield-dynamo,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/500/midfield-dynamo
443,2026-02-27,exact,501,Max Skills,,max-skills,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/501/max-skills
444,2026-02-27,exact,502,Bench Boost,,bench-boost,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/502/bench-boost
445,2026-02-27,inferred,503,Set Menu,,set-menu,REWARDS,expired,https://www.futbin.com/26/evolutions/503/set-menu
446,2026-02-28,inferred,504,Inventive+,,inventive,REWARDS,expired,https://www.futbin.com/26/evolutions/504/inventive
447,2026-02-28,exact,505,Fantasy Captain ICON,,fantasy-captain-icon,COSMETICS,expired,https://www.futbin.com/26/evolutions/505/fantasy-captain-icon
448,2026-03-01,inferred,506,Clinical Creator,,clinical-creator,TRAINING CAMP,expired,https://www.futbin.com/26/evolutions/506/clinical-creator
449,2026-03-01,exact,507,Go Long,,go-long,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/507/go-long
450,2026-03-02,exact,508,Re-Enforced,,re-enforced,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/508/re-enforced
451,2026-03-03,inferred,509,First Touch+,,first-touch,REWARDS,expired,https://www.futbin.com/26/evolutions/509/first-touch
452,2026-03-03,exact,510,Birthday Warmup,,birthday-warmup,TRAINING CAMP,expired,https://www.futbin.com/26/evolutions/510/birthday-warmup
453,2026-03-05,exact,511,Thunder Strike,,thunder-strike,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/511/thunder-strike
454,2026-03-05,inferred,512,Trickster Boost,,trickster-boost,REWARDS,expired,https://www.futbin.com/26/evolutions/512/trickster-boost
455,2026-03-05,inferred,513,Cake & Rash,,cake--rash,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/513/cake--rash
456,2026-03-05,inferred,514,CB Level up,,cb-level-up,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/514/cb-level-up
457,2026-03-06,inferred,515,Relentless+,,relentless,PREMIUM PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/515/relentless
458,2026-03-06,inferred,516,Quick Step+,,quick-step,PREMIUM PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/516/quick-step
459,2026-03-06,inferred,517,Long Throw+,,long-throw,PREMIUM PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/517/long-throw
460,2026-03-06,exact,518,Acrobatic+,,acrobatic,PREMIUM PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/518/acrobatic
461,2026-03-06,exact,519,Chip Shot+,,chip-shot,PREMIUM PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/519/chip-shot
462,2026-03-06,inferred,520,Enforcer+,,enforcer,PREMIUM PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/520/enforcer
463,2026-03-06,inferred,521,Slide Tackle+,,slide-tackle,PREMIUM PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/521/slide-tackle
464,2026-03-06,exact,522,Dead Ball+,,dead-ball,PREMIUM PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/522/dead-ball
465,2026-03-06,inferred,523,Bruiser+,,bruiser,PREMIUM PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/523/bruiser
466,2026-03-06,exact,524,Finesse Shot+,,finesse-shot,PREMIUM PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/524/finesse-shot
467,2026-03-06,exact,525,Gamechanger+,,gamechanger,PREMIUM PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/525/gamechanger
468,2026-03-06,inferred,526,Jockey+,,jockey,PREMIUM PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/526/jockey
469,2026-03-06,inferred,527,Intercept+,,intercept,PREMIUM PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/527/intercept
470,2026-03-06,exact,528,Low Driven Shot+,,low-driven-shot,PREMIUM PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/528/low-driven-shot
471,2026-03-06,exact,529,Power Shot+,,power-shot,PREMIUM PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/529/power-shot
472,2026-03-06,inferred,530,Block+,,block,PREMIUM PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/530/block
473,2026-03-06,exact,531,Precision Header+,,precision-header,PREMIUM PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/531/precision-header
474,2026-03-06,inferred,532,Anticipate+,,anticipate,PREMIUM PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/532/anticipate
475,2026-03-06,exact,533,Incisive Pass+,,incisive-pass,PREMIUM PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/533/incisive-pass
476,2026-03-06,inferred,534,Aerial Fortress+,,aerial-fortress,PREMIUM PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/534/aerial-fortress
477,2026-03-06,inferred,535,Acrobatic+,,acrobatic,PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/535/acrobatic
478,2026-03-06,inferred,536,Chip Shot+,,chip-shot,PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/536/chip-shot
479,2026-03-06,inferred,537,Dead Ball+,,dead-ball,PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/537/dead-ball
480,2026-03-06,inferred,538,Finesse Shot+,,finesse-shot,PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/538/finesse-shot
481,2026-03-06,inferred,539,Gamechanger+,,gamechanger,PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/539/gamechanger
482,2026-03-06,exact,540,Low Driven Shot+,,low-driven-shot,PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/540/low-driven-shot
483,2026-03-06,exact,541,Power Shot+,,power-shot,PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/541/power-shot
484,2026-03-06,exact,542,Precision Header+,,precision-header,PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/542/precision-header
485,2026-03-06,exact,543,Incisive Pass+,,incisive-pass,PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/543/incisive-pass
486,2026-03-06,exact,544,Inventive+,,inventive,PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/544/inventive
487,2026-03-06,exact,545,Long Ball Pass+,,long-ball-pass,PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/545/long-ball-pass
488,2026-03-06,exact,546,Pinged Pass+,,pinged-pass,PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/546/pinged-pass
489,2026-03-06,exact,547,Tiki Taka+,,tiki-taka,PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/547/tiki-taka
490,2026-03-06,exact,548,Whipped Pass+,,whipped-pass,PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/548/whipped-pass
491,2026-03-06,exact,549,First Touch+,,first-touch,PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/549/first-touch
492,2026-03-06,exact,550,Press Proven+,,press-proven,PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/550/press-proven
493,2026-03-06,exact,551,Rapid+,,rapid,PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/551/rapid
494,2026-03-06,exact,552,Technical+,,technical,PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/552/technical
495,2026-03-06,exact,553,Trickster+,,trickster,PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/553/trickster
496,2026-03-06,exact,554,Aerial Fortress+,,aerial-fortress,PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/554/aerial-fortress
497,2026-03-06,exact,555,Acrobatic,,acrobatic,PS BAKERY,expired,https://www.futbin.com/26/evolutions/555/acrobatic
498,2026-03-06,exact,556,Chip Shot,,chip-shot,PS BAKERY,expired,https://www.futbin.com/26/evolutions/556/chip-shot
499,2026-03-06,exact,557,Dead Ball,,dead-ball,PS BAKERY,expired,https://www.futbin.com/26/evolutions/557/dead-ball
500,2026-03-06,exact,558,Finesse Shot,,finesse-shot,PS BAKERY,expired,https://www.futbin.com/26/evolutions/558/finesse-shot
501,2026-03-06,exact,559,Gamechanger,,gamechanger,PS BAKERY,expired,https://www.futbin.com/26/evolutions/559/gamechanger
502,2026-03-06,exact,560,Low Driven Shot,,low-driven-shot,PS BAKERY,expired,https://www.futbin.com/26/evolutions/560/low-driven-shot
503,2026-03-06,exact,561,Power Shot,,power-shot,PS BAKERY,expired,https://www.futbin.com/26/evolutions/561/power-shot
504,2026-03-06,exact,562,Precision Header,,precision-header,PS BAKERY,expired,https://www.futbin.com/26/evolutions/562/precision-header
505,2026-03-06,exact,563,Incisive Pass,,incisive-pass,PS BAKERY,expired,https://www.futbin.com/26/evolutions/563/incisive-pass
506,2026-03-06,inferred,564,Inventive,,inventive,PS BAKERY,expired,https://www.futbin.com/26/evolutions/564/inventive
507,2026-03-06,inferred,565,Long Ball Pass,,long-ball-pass,PS BAKERY,expired,https://www.futbin.com/26/evolutions/565/long-ball-pass
508,2026-03-06,inferred,566,Pinged Pass,,pinged-pass,PS BAKERY,expired,https://www.futbin.com/26/evolutions/566/pinged-pass
509,2026-03-06,inferred,567,Tiki Taka,,tiki-taka,PS BAKERY,expired,https://www.futbin.com/26/evolutions/567/tiki-taka
510,2026-03-06,inferred,568,Whipped Pass,,whipped-pass,PS BAKERY,expired,https://www.futbin.com/26/evolutions/568/whipped-pass
511,2026-03-06,inferred,569,First Touch,,first-touch,PS BAKERY,expired,https://www.futbin.com/26/evolutions/569/first-touch
512,2026-03-06,inferred,570,Press Proven,,press-proven,PS BAKERY,expired,https://www.futbin.com/26/evolutions/570/press-proven
513,2026-03-06,inferred,571,Rapid,,rapid,PS BAKERY,expired,https://www.futbin.com/26/evolutions/571/rapid
514,2026-03-06,inferred,572,Technical,,technical,PS BAKERY,expired,https://www.futbin.com/26/evolutions/572/technical
515,2026-03-06,inferred,573,Trickster,,trickster,PS BAKERY,expired,https://www.futbin.com/26/evolutions/573/trickster
516,2026-03-06,exact,574,Aerial Fortress,,aerial-fortress,PS BAKERY,expired,https://www.futbin.com/26/evolutions/574/aerial-fortress
517,2026-03-06,exact,575,Trickster+,,trickster,PREMIUM PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/575/trickster
518,2026-03-06,exact,576,Inventive+,,inventive,PREMIUM PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/576/inventive
519,2026-03-06,exact,577,Technical+,,technical,PREMIUM PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/577/technical
520,2026-03-06,exact,578,Long Ball Pass+,,long-ball-pass,PREMIUM PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/578/long-ball-pass
521,2026-03-06,exact,579,Rapid+,,rapid,PREMIUM PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/579/rapid
522,2026-03-06,exact,580,Pinged Pass+,,pinged-pass,PREMIUM PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/580/pinged-pass
523,2026-03-06,exact,581,Press Proven+,,press-proven,PREMIUM PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/581/press-proven
524,2026-03-06,exact,582,Tiki Taka+,,tiki-taka,PREMIUM PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/582/tiki-taka
525,2026-03-06,exact,583,Whipped Pass+,,whipped-pass,PREMIUM PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/583/whipped-pass
526,2026-03-06,exact,584,First Touch+,,first-touch,PREMIUM PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/584/first-touch
527,2026-03-06,inferred,585,Anticipate,,anticipate,PS BAKERY,expired,https://www.futbin.com/26/evolutions/585/anticipate
528,2026-03-06,inferred,586,Block,,block,PS BAKERY,expired,https://www.futbin.com/26/evolutions/586/block
529,2026-03-06,inferred,587,Intercept,,intercept,PS BAKERY,expired,https://www.futbin.com/26/evolutions/587/intercept
530,2026-03-06,inferred,588,Jockey,,jockey,PS BAKERY,expired,https://www.futbin.com/26/evolutions/588/jockey
531,2026-03-06,inferred,589,Slide Tackle,,slide-tackle,PS BAKERY,expired,https://www.futbin.com/26/evolutions/589/slide-tackle
532,2026-03-07,inferred,590,Bruiser,,bruiser,PS BAKERY,expired,https://www.futbin.com/26/evolutions/590/bruiser
533,2026-03-07,inferred,591,Enforcer,,enforcer,PS BAKERY,expired,https://www.futbin.com/26/evolutions/591/enforcer
534,2026-03-07,inferred,592,Long Throw,,long-throw,PS BAKERY,expired,https://www.futbin.com/26/evolutions/592/long-throw
535,2026-03-07,inferred,593,Quick Step,,quick-step,PS BAKERY,expired,https://www.futbin.com/26/evolutions/593/quick-step
536,2026-03-07,inferred,594,Relentless,,relentless,PS BAKERY,expired,https://www.futbin.com/26/evolutions/594/relentless
537,2026-03-07,exact,595,Birthday Fullback,,birthday-fullback,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/595/birthday-fullback
538,2026-03-07,inferred,596,Finesse Shot+,,finesse-shot,REWARDS,active,https://www.futbin.com/26/evolutions/596/finesse-shot
539,2026-03-08,inferred,597,4 Star Weak Foot,,4-star-weak-foot,REWARDS,expired,https://www.futbin.com/26/evolutions/597/4-star-weak-foot
540,2026-03-08,exact,598,The Party is Inside,,the-party-is-inside,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/598/the-party-is-inside
541,2026-03-08,inferred,599,Quick Step+,,quick-step,REWARDS,active,https://www.futbin.com/26/evolutions/599/quick-step
542,2026-03-08,inferred,600,Anticipate+,,anticipate,PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/600/anticipate
543,2026-03-08,inferred,601,Block+,,block,PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/601/block
544,2026-03-08,inferred,602,Intercept+,,intercept,PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/602/intercept
545,2026-03-08,inferred,603,Jockey+,,jockey,PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/603/jockey
546,2026-03-09,inferred,604,Slide Tackle+,,slide-tackle,PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/604/slide-tackle
547,2026-03-09,inferred,605,Bruiser+,,bruiser,PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/605/bruiser
548,2026-03-09,inferred,606,Enforcer+,,enforcer,PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/606/enforcer
549,2026-03-09,inferred,607,Long Throw+,,long-throw,PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/607/long-throw
550,2026-03-09,inferred,608,Quick Step+,,quick-step,PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/608/quick-step
551,2026-03-09,inferred,609,Relentless+,,relentless,PS+ BAKERY,expired,https://www.futbin.com/26/evolutions/609/relentless
552,2026-03-09,exact,610,Prepare for the party,,prepare-for-the-party,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/610/prepare-for-the-party
553,2026-03-10,inferred,611,5 Star Factory,,5-star-factory,REWARDS,expired,https://www.futbin.com/26/evolutions/611/5-star-factory
554,2026-03-10,exact,612,Candles & Cramps,,candles--cramps,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/612/candles--cramps
555,2026-03-11,inferred,613,Pressure? What Pressure,,pressure-what-pressure,REWARDS,expired,https://www.futbin.com/26/evolutions/613/pressure-what-pressure
556,2026-03-11,exact,614,Winger Transformation,,winger-transformation,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/614/winger-transformation
557,2026-03-11,inferred,615,Make Your Idol - Starter,,make-your-idol-starter,SEASON 6 LEVEL: 1,expired,https://www.futbin.com/26/evolutions/615/make-your-idol-starter
558,2026-03-11,inferred,616,Make Your Idol - Attacker 1,,make-your-idol-attacker-1,SEASON 6 LEVEL: 3,expired,https://www.futbin.com/26/evolutions/616/make-your-idol-attacker-1
559,2026-03-11,inferred,617,Make Your Idol - Tiki Taka+,,make-your-idol-tiki-taka,SEASON 6 LEVEL: 3,expired,https://www.futbin.com/26/evolutions/617/make-your-idol-tiki-taka
560,2026-03-11,inferred,618,Make Your Idol - Incisive Pass+,,make-your-idol-incisive-pass,SEASON 6 LEVEL: 3,expired,https://www.futbin.com/26/evolutions/618/make-your-idol-incisive-pass
561,2026-03-11,inferred,619,Make Your Idol - Midfielder 1,,make-your-idol-midfielder-1,SEASON 6 LEVEL: 3,expired,https://www.futbin.com/26/evolutions/619/make-your-idol-midfielder-1
562,2026-03-11,inferred,620,Make Your Idol - Low Driven+,,make-your-idol-low-driven,SEASON 6 LEVEL: 3,expired,https://www.futbin.com/26/evolutions/620/make-your-idol-low-driven
563,2026-03-11,inferred,621,Make Your Idol - Technical+,,make-your-idol-technical,SEASON 6 LEVEL: 3,expired,https://www.futbin.com/26/evolutions/621/make-your-idol-technical
564,2026-03-11,inferred,622,Make Your Idol - Jockey+,,make-your-idol-jockey,SEASON 6 LEVEL: 3,expired,https://www.futbin.com/26/evolutions/622/make-your-idol-jockey
565,2026-03-11,inferred,623,Make Your Idol - Intercept+,,make-your-idol-intercept,SEASON 6 LEVEL: 3,expired,https://www.futbin.com/26/evolutions/623/make-your-idol-intercept
566,2026-03-11,inferred,624,Make Your Idol - Defender 1,,make-your-idol-defender-1,SEASON 6 LEVEL: 3,expired,https://www.futbin.com/26/evolutions/624/make-your-idol-defender-1
567,2026-03-11,inferred,625,Make Your Idol - Attacker 2,,make-your-idol-attacker-2,SEASON 6 LEVEL: 7,expired,https://www.futbin.com/26/evolutions/625/make-your-idol-attacker-2
568,2026-03-11,inferred,626,Make Your Idol - Midfielder 2,,make-your-idol-midfielder-2,SEASON 6 LEVEL: 7,expired,https://www.futbin.com/26/evolutions/626/make-your-idol-midfielder-2
569,2026-03-11,inferred,627,Make Your Idol - Defender 2,,make-your-idol-defender-2,SEASON 6 LEVEL: 7,expired,https://www.futbin.com/26/evolutions/627/make-your-idol-defender-2
570,2026-03-11,inferred,628,Make Your Idol - Attacker 3,,make-your-idol-attacker-3,SEASON 6 LEVEL: 21,expired,https://www.futbin.com/26/evolutions/628/make-your-idol-attacker-3
571,2026-03-11,inferred,629,Make Your Idol - Midfielder 3,,make-your-idol-midfielder-3,SEASON 6 LEVEL: 21,expired,https://www.futbin.com/26/evolutions/629/make-your-idol-midfielder-3
572,2026-03-12,inferred,630,Make Your Idol - Defender 3,,make-your-idol-defender-3,SEASON 6 LEVEL: 21,expired,https://www.futbin.com/26/evolutions/630/make-your-idol-defender-3
573,2026-03-12,inferred,631,Locked & Loaded - Season lvl 25,,locked--loaded-season-lvl-25,SEASON 6 - REWARDS,expired,https://www.futbin.com/26/evolutions/631/locked--loaded-season-lvl-25
574,2026-03-12,inferred,632,Relentless+ - Season lvl 27,,relentless-season-lvl-27,SEASON 6 - REWARDS,expired,https://www.futbin.com/26/evolutions/632/relentless-season-lvl-27
575,2026-03-12,inferred,633,Dish 'em Out - Season 6 Level 1 (P),,dish-em-out-season-6-level-1-p,SEASON 6 - REWARDS,expired,https://www.futbin.com/26/evolutions/633/dish-em-out-season-6-level-1-p
576,2026-03-12,inferred,634,Architect of Play - Season 6 Level 4 (P),,architect-of-play-season-6-level-4-p,SEASON 6 - REWARDS,expired,https://www.futbin.com/26/evolutions/634/architect-of-play-season-6-level-4-p
577,2026-03-12,inferred,635,Sweep & Supply,,sweep--supply,SEASON 6 - REWARDS,expired,https://www.futbin.com/26/evolutions/635/sweep--supply
