releaseDate,evolutionId,name,category,inputOverallMax,inputPlaystylePlusMax,outputOverall,positions,rarity,playstylePlusAddCount,playstylePlusAdded,free,repeatable,dateConfidence,sourceUrl
2026-03-27,690,Dutch Decider,EVOLUTIONS,88,,90,RM or RW,Not Rarity: World Tour Silver Stars,2,Technical | Finesse Shot,,true,exact,https://www.futbin.com/26/evolutions/690/dutch-decider
2026-03-27,691,The Bullet Man,EVOLUTIONS,87,,88,LB,Not Rarity: World Tour Silver Stars,2,Power Shot | Bruiser,true,2,exact,https://www.futbin.com/26/evolutions/691/the-bullet-man
2026-03-28,692,Dropping Deep,EVOLUTIONS,88,,89,CDM,Not Rarity: World Tour Silver Stars,2,Anticipate | Block,,true,exact,https://www.futbin.com/26/evolutions/692/dropping-deep
2026-03-29,693,Hat Trick Delight,EVOLUTIONS,87,,89,CM or RM,Not Rarity: World Tour Silver Stars,2,First Touch | Low Driven Shot,true,2,exact,https://www.futbin.com/26/evolutions/693/hat-trick-delight
2026-03-30,694,Muscle Up,EVOLUTIONS,87,,,,Not Rarity: World Tour Silver Stars,0,,true,10,exact,https://www.futbin.com/26/evolutions/694/muscle-up
2026-03-31,695,Supersonic Strike,EVOLUTIONS,88,,,,Not Rarity: World Tour Silver Stars,1,Power Shot,,2,exact,https://www.futbin.com/26/evolutions/695/supersonic-strike
2026-04-01,696,Welsh Wonder Strike,TRAINING CAMP,87,,89,,Not Rarity: World Tour Silver Stars,2,Rapid | Low Driven Shot,true,true,exact,https://www.futbin.com/26/evolutions/696/welsh-wonder-strike
2026-04-02,697,Momentum Shift,REWARDS,88,,,,Not Rarity: World Tour Silver Stars,1,Quick Step,true,true,inferred,https://www.futbin.com/26/evolutions/697/momentum-shift
2026-04-02,698,Battle Till The End,EVOLUTIONS,88,,89,RB,Not Rarity: World Tour Silver Stars,2,Quick Step | Jockey,,true,exact,https://www.futbin.com/26/evolutions/698/battle-till-the-end
2026-04-03,699,Empress of the Box,EVOLUTIONS,89,,91,ST,Not Rarity: World Tour Silver Stars,2,Finesse Shot | Quick Step,,true,exact,https://www.futbin.com/26/evolutions/699/empress-of-the-box
2026-04-03,700,Two Way Player I,EVOLUTIONS,87,,88,LM or RM,Not Rarity: World Tour Silver Stars,2,Rapid | Incisive Pass,true,true,inferred,https://www.futbin.com/26/evolutions/700/two-way-player-i
2026-04-03,701,GK Roles++,ROLES,94,,,GK,,0,,,16,exact,https://www.futbin.com/26/evolutions/701/gk-roles
2026-04-03,702,CB Roles++,ROLES,94,,,CB,,0,,,16,exact,https://www.futbin.com/26/evolutions/702/cb-roles
2026-04-03,703,LB Roles++,ROLES,94,,,LB,,0,,,16,exact,https://www.futbin.com/26/evolutions/703/lb-roles
2026-04-03,704,RB Roles++,ROLES,94,,,RB,,0,,,16,exact,https://www.futbin.com/26/evolutions/704/rb-roles
2026-04-03,705,CDM Roles++,ROLES,94,,,CDM,,0,,,16,exact,https://www.futbin.com/26/evolutions/705/cdm-roles
2026-04-03,706,CM Roles++,ROLES,94,,,CM,,0,,,16,exact,https://www.futbin.com/26/evolutions/706/cm-roles
2026-04-03,707,CAM Roles++,ROLES,94,,,CAM,,0,,,16,exact,https://www.futbin.com/26/evolutions/707/cam-roles
2026-04-03,708,LM Roles++,ROLES,94,,,LM,,0,,,16,exact,https://www.futbin.com/26/evolutions/708/lm-roles
2026-04-03,709,RM Roles++,ROLES,94,,,RM,,0,,,16,exact,https://www.futbin.com/26/evolutions/709/rm-roles
2026-04-03,710,LW Roles++,ROLES,94,,,LW,,0,,,16,exact,https://www.futbin.com/26/evolutions/710/lw-roles
2026-04-03,711,RW Roles++,ROLES,94,,,RW,,0,,,16,exact,https://www.futbin.com/26/evolutions/711/rw-roles
2026-04-03,712,ST Roles++,ROLES,94,,,ST,,0,,,16,exact,https://www.futbin.com/26/evolutions/712/st-roles
2026-04-03,713,Quad Thread,REWARDS,88,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/713/quad-thread
2026-04-04,714,Fancy Footwork,REWARDS,88,,,GK,Not Rarity: World Tour Silver Stars,1,Footwork,true,true,inferred,https://www.futbin.com/26/evolutions/714/fancy-footwork
2026-04-04,715,Two Way Player II,REWARDS,88,,,LM or RM,,0,,true,true,inferred,https://www.futbin.com/26/evolutions/715/two-way-player-ii
2026-04-04,716,El Tiburón,EVOLUTIONS,88,,89,CB,Not Rarity: World Tour Silver Stars,2,Anticipate | Bruiser,,true,exact,https://www.futbin.com/26/evolutions/716/el-tiburon
2026-04-04,717,Passing Pulse,REWARDS,88,,,,Not Rarity: World Tour Silver Stars,0,,true,2,inferred,https://www.futbin.com/26/evolutions/717/passing-pulse
2026-04-04,718,All-Around Impact,REWARDS,91,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/718/all-around-impact
2026-04-04,719,Anticipate+,REWARDS,91,,,,Not Rarity: World Tour Silver Stars,1,Anticipate,true,true,inferred,https://www.futbin.com/26/evolutions/719/anticipate
2026-04-05,720,Technical+,REWARDS,91,,,,Not Rarity: World Tour Silver Stars,1,Technical,true,true,inferred,https://www.futbin.com/26/evolutions/720/technical
2026-04-05,721,Finesse Shot+,REWARDS,91,,,,Not Rarity: World Tour Silver Stars,1,Finesse Shot,true,true,inferred,https://www.futbin.com/26/evolutions/721/finesse-shot
2026-04-05,722,Quick Step+,REWARDS,91,,,,Not Rarity: World Tour Silver Stars,1,Quick Step,true,true,inferred,https://www.futbin.com/26/evolutions/722/quick-step
2026-04-05,723,Finesse Shot,REWARDS,88,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/723/finesse-shot
2026-04-05,724,What a Hit,EVOLUTIONS,87,,89,CM,Not Rarity: World Tour Silver Stars,2,Incisive Pass | Power Shot,true,true,exact,https://www.futbin.com/26/evolutions/724/what-a-hit
2026-04-06,725,The Very Best,REWARDS,88,,90,RW,Not Rarity: World Tour Silver Stars,2,Quick Step | Low Driven Shot,true,true,inferred,https://www.futbin.com/26/evolutions/725/the-very-best
2026-04-06,726,Blazing Winger,EVOLUTIONS,88,,89,LW,Not Rarity: World Tour Silver Stars,2,Rapid | Quick Step,,true,exact,https://www.futbin.com/26/evolutions/726/blazing-winger
2026-04-07,727,Lisbon Lifeline,TRAINING CAMP,87,,,,Not Rarity: World Tour Silver Stars,0,,true,true,exact,https://www.futbin.com/26/evolutions/727/lisbon-lifeline
2026-04-07,728,Red Bull - Physical,REWARDS,88,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/728/red-bull-physical
2026-04-08,729,Red Bull - Shooting,REWARDS,88,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/729/red-bull-shooting
2026-04-08,730,Red Bull - Pace,REWARDS,88,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/730/red-bull-pace
2026-04-08,731,Conductor’s Codex,EVOLUTIONS,87,,,,Not Rarity: World Tour Silver Stars,0,,,10,exact,https://www.futbin.com/26/evolutions/731/conductors-codex
2026-04-09,732,Crownbreaker Boost,REWARDS,88,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/732/crownbreaker-boost
2026-04-09,733,Calm Under Pressure,EVOLUTIONS,87,,,,Not Rarity: World Tour Silver Stars,0,,true,9,exact,https://www.futbin.com/26/evolutions/733/calm-under-pressure
2026-04-10,734,Il Capitano,EVOLUTIONS,89,,91,CB,Not Rarity: World Tour Silver Stars,2,Intercept | Anticipate,,true,exact,https://www.futbin.com/26/evolutions/734/il-capitano
2026-04-10,735,Into the Spotlight,EVOLUTIONS,87,,89,,Not Rarity: World Tour Silver Stars,2,Finesse Shot | Technical,true,true,exact,https://www.futbin.com/26/evolutions/735/into-the-spotlight
2026-04-10,736,Passing Technician,REWARDS,91,,,,Not Rarity: World Tour Silver Stars,1,Pinged Pass,true,true,inferred,https://www.futbin.com/26/evolutions/736/passing-technician
2026-04-10,737,Pinged Pass+,REWARDS,88,,,,Not Rarity: World Tour Silver Stars,1,Pinged Pass,true,true,inferred,https://www.futbin.com/26/evolutions/737/pinged-pass
2026-04-10,738,Pace & Place,REWARDS,88,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/738/pace--place
2026-04-11,739,Incisive Pass+,REWARDS,88,,,,Not Rarity: World Tour Silver Stars,1,Incisive Pass,true,true,inferred,https://www.futbin.com/26/evolutions/739/incisive-pass
2026-04-11,740,Inventive+,REWARDS,88,,,,Not Rarity: World Tour Silver Stars,1,Inventive,true,true,inferred,https://www.futbin.com/26/evolutions/740/inventive
2026-04-11,741,Drifting Away,REWARDS,88,,90,CAM,Not Rarity: World Tour Silver Stars,1,Rapid,true,true,inferred,https://www.futbin.com/26/evolutions/741/drifting-away
2026-04-11,743,Bottom Corner,EVOLUTIONS,88,,89,,Not Rarity: World Tour Silver Stars,1,Low Driven Shot,,2,exact,https://www.futbin.com/26/evolutions/743/bottom-corner
2026-04-11,744,Trophy Titans,COSMETICS,,,,,Not Rarity: World Tour Silver Stars,0,,,2,exact,https://www.futbin.com/26/evolutions/744/trophy-titans
2026-04-12,745,Backline Boost,EVOLUTIONS,87,,,,Not Rarity: World Tour Silver Stars,0,,true,10,exact,https://www.futbin.com/26/evolutions/745/backline-boost
2026-04-12,746,Velocity Touch,REWARDS,88,,89,,Not Rarity: World Tour Silver Stars,2,Technical | Quick Step,true,true,inferred,https://www.futbin.com/26/evolutions/746/velocity-touch
2026-04-13,747,Whip It In,REWARDS,88,,,,Not Rarity: World Tour Silver Stars,1,Whipped Pass,true,2,inferred,https://www.futbin.com/26/evolutions/747/whip-it-in
2026-04-13,748,Crunch Time,REWARDS,91,,,,Not Rarity: World Tour Silver Stars,1,Bruiser,true,true,inferred,https://www.futbin.com/26/evolutions/748/crunch-time
2026-04-13,749,The Makélélé Role,EVOLUTIONS,88,,90,CDM or CM,Not Rarity: World Tour Silver Stars,2,Intercept | Anticipate,,true,exact,https://www.futbin.com/26/evolutions/749/the-makelele-role
2026-04-13,750,Last Ditch Effort,REWARDS,88,,89,RB,Not Rarity: World Tour Silver Stars,1,Quick Step,true,true,inferred,https://www.futbin.com/26/evolutions/750/last-ditch-effort
2026-04-14,751,Aerial Impact,REWARDS,88,,,,Not Rarity: World Tour Silver Stars,1,Precision Header,true,true,inferred,https://www.futbin.com/26/evolutions/751/aerial-impact
2026-04-14,752,Beast Mode,EVOLUTIONS,87,,,,Not Rarity: World Tour Silver Stars,0,,true,5,exact,https://www.futbin.com/26/evolutions/752/beast-mode
2026-04-15,753,El Pistolero,REWARDS,88,,89,ST,Not Rarity: World Tour Silver Stars,2,Finesse Shot | Technical,true,true,inferred,https://www.futbin.com/26/evolutions/753/el-pistolero
2026-04-15,754,Hawk Eyed,EVOLUTIONS,88,,,,Not Rarity: World Tour Silver Stars,0,,,5,exact,https://www.futbin.com/26/evolutions/754/hawk-eyed
2026-04-16,755,Kinetic Boost,REWARDS,88,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/755/kinetic-boost
2026-04-16,756,Three to Remember,EVOLUTIONS,87,,,,Not Rarity: World Tour Silver Stars,1,Low Driven Shot,true,3,exact,https://www.futbin.com/26/evolutions/756/three-to-remember
2026-04-17,757,Rapid+,REWARDS,89,,,,Not Rarity: World Tour Silver Stars,1,Rapid,true,true,inferred,https://www.futbin.com/26/evolutions/757/rapid
2026-04-17,758,The Timeless Maestro,EVOLUTIONS,90,,93,CM,Not Rarity: World Tour Silver Stars,2,Incisive Pass | Pinged Pass,,true,exact,https://www.futbin.com/26/evolutions/758/the-timeless-maestro
2026-04-17,759,Clinical Passer,REWARDS,89,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/759/clinical-passer
2026-04-17,760,Clinical Finisher,REWARDS,89,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/760/clinical-finisher
2026-04-18,761,Bruiser+,REWARDS,89,,,,Not Rarity: World Tour Silver Stars,1,Bruiser,true,true,inferred,https://www.futbin.com/26/evolutions/761/bruiser
2026-04-18,762,Touchline Merchant,REWARDS,89,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/762/touchline-merchant
2026-04-18,763,CB Distributor,EVOLUTIONS,88,,,CB,Not Rarity: World Tour Silver Stars,0,,true,2,exact,https://www.futbin.com/26/evolutions/763/cb-distributor
2026-04-18,764,TOTS Honourable Mentions,COSMETICS,,,,,Not Rarity: World Tour Silver Stars,0,,,2,exact,https://www.futbin.com/26/evolutions/764/tots-honourable-mentions
2026-04-19,765,The Swan of Utrecht,EVOLUTIONS,89,,91,ST,Not Rarity: World Tour Silver Stars,2,Low Driven Shot | Finesse Shot,,true,exact,https://www.futbin.com/26/evolutions/765/the-swan-of-utrecht
2026-04-20,766,Express Delivery,EVOLUTIONS,88,,,LB or RB,Not Rarity: World Tour Silver Stars,1,Quick Step,true,2,exact,https://www.futbin.com/26/evolutions/766/express-delivery
2026-04-21,767,Tricksy Hobbits,EVOLUTIONS,88,,,LW or RW,Not Rarity: World Tour Silver Stars,0,,true,2,exact,https://www.futbin.com/26/evolutions/767/tricksy-hobbits
2026-04-22,768,Columbus Conductor,EVOLUTIONS,88,,90,CDM,Not Rarity: World Tour Silver Stars,2,Pinged Pass | Intercept,true,true,exact,https://www.futbin.com/26/evolutions/768/columbus-conductor
2026-04-22,769,WTSS Journey 1 - Attacker,SEASON 7 LEVEL: 3,,,88,ST or RW or LW,Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/769/wtss-journey-1-attacker
2026-04-22,770,Bruiser+,SEASON 7 LEVEL: 28,91,,,,Not Rarity: World Tour Silver Stars,1,Bruiser,true,true,inferred,https://www.futbin.com/26/evolutions/770/bruiser
2026-04-22,771,WTSS Journey 2 - Attacker,SEASON 7 LEVEL: 8,88,,90,ST or LW or RW,Rarity: World Tour Silver Stars,1,Low Driven Shot,true,true,inferred,https://www.futbin.com/26/evolutions/771/wtss-journey-2-attacker
2026-04-22,772,Attacker Roundout,SEASON 7 LEVEL: 1,89,,,,Not Rarity: World Tour Silver Stars,0,,true,20,inferred,https://www.futbin.com/26/evolutions/772/attacker-roundout
2026-04-22,773,WTSS Journey 1 - Defender,SEASON 7 LEVEL: 3,,,88,CB or LB or RB,Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/773/wtss-journey-1-defender
2026-04-22,774,WTSS Journey 3 - Attacker,SEASON 7 LEVEL: 21,90,,,ST or LW or RW,Rarity: World Tour Silver Stars,2,Rapid | Technical,true,true,inferred,https://www.futbin.com/26/evolutions/774/wtss-journey-3-attacker
2026-04-22,775,Defender Roundout,SEASON 7 LEVEL: 1,89,,,,Not Rarity: World Tour Silver Stars,0,,true,10,inferred,https://www.futbin.com/26/evolutions/775/defender-roundout
2026-04-22,776,WTSS Journey 2 - Defender,SEASON 7 LEVEL: 8,88,,90,CB or LB or RB,Rarity: World Tour Silver Stars,1,Anticipate,true,true,inferred,https://www.futbin.com/26/evolutions/776/wtss-journey-2-defender
2026-04-23,777,Incisive Pass+,SEASON 7 LEVEL: 27,90,,,,Not Rarity: World Tour Silver Stars,1,Incisive Pass,true,true,inferred,https://www.futbin.com/26/evolutions/777/incisive-pass
2026-04-23,778,WTSS Journey 1 - Midfielder,SEASON 7 LEVEL: 3,,,88,CM or CAM or CDM,Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/778/wtss-journey-1-midfielder
2026-04-23,779,WTSS Journey 2 - Midfielder,SEASON 7 LEVEL: 8,88,,90,CDM or CM or CAM,Rarity: World Tour Silver Stars,1,Incisive Pass,true,true,inferred,https://www.futbin.com/26/evolutions/779/wtss-journey-2-midfielder
2026-04-23,780,WTSS Journey 3 - Midfielder,SEASON 7 LEVEL: 21,90,,92,CM or CDM or CAM,Rarity: World Tour Silver Stars,2,Intercept | Tiki Taka,true,true,inferred,https://www.futbin.com/26/evolutions/780/wtss-journey-3-midfielder
2026-04-23,781,WTSS Journey 3 - Defender,SEASON 7 LEVEL: 21,90,,92,CB or LB or RB,Rarity: World Tour Silver Stars,2,Quick Step | Bruiser,true,true,inferred,https://www.futbin.com/26/evolutions/781/wtss-journey-3-defender
2026-04-23,782,Intercept+ & Quick Step+,REWARDS,89,,,,Not Rarity: World Tour Silver Stars,2,Intercept | Quick Step,true,true,inferred,https://www.futbin.com/26/evolutions/782/intercept--quick-step
2026-04-23,783,WTSS Attacker Boost,REWARDS,74,,,,Rarity: World Tour Silver Stars,3,Finesse Shot | Rapid | Low Driven Shot,true,true,inferred,https://www.futbin.com/26/evolutions/783/wtss-attacker-boost
2026-04-23,784,WTSS Defender Boost,REWARDS,74,,,,Rarity: World Tour Silver Stars,3,Intercept | Anticipate | Bruiser,true,true,inferred,https://www.futbin.com/26/evolutions/784/wtss-defender-boost
2026-04-23,785,Jockey+ & Bruiser+,REWARDS,89,,,,Not Rarity: World Tour Silver Stars,2,Jockey | Bruiser,true,true,inferred,https://www.futbin.com/26/evolutions/785/jockey--bruiser
2026-04-23,786,Back on Track,EVOLUTIONS,88,,,,Not Rarity: World Tour Silver Stars,0,,true,3,exact,https://www.futbin.com/26/evolutions/786/back-on-track
2026-04-24,787,The King of Highbury,EVOLUTIONS,90,,91,ST or LW,Not Rarity: World Tour Silver Stars,3,Rapid | Finesse Shot | First Touch,,true,exact,https://www.futbin.com/26/evolutions/787/the-king-of-highbury
2026-04-24,788,Power Up,EVOLUTIONS,88,,,,Not Rarity: World Tour Silver Stars,0,,true,5,inferred,https://www.futbin.com/26/evolutions/788/power-up
2026-04-24,789,Incisive Pass and Tiki Taka,REWARDS,89,,,,Not Rarity: World Tour Silver Stars,1,Incisive Pass,true,true,inferred,https://www.futbin.com/26/evolutions/789/incisive-pass-and-tiki-taka
2026-04-24,790,TIki Taka and Incisive Pass,REWARDS,89,,,,Not Rarity: World Tour Silver Stars,1,Tiki Taka,true,true,inferred,https://www.futbin.com/26/evolutions/790/tiki-taka-and-incisive-pass
2026-04-24,791,Quick Step and Bruiser,REWARDS,89,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/791/quick-step-and-bruiser
2026-04-24,792,Pinged Pass and Finesse Shot,REWARDS,89,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/792/pinged-pass-and-finesse-shot
2026-04-25,793,First Touch,REWARDS,89,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/793/first-touch
2026-04-25,794,Technical,EVOLUTIONS,89,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/794/technical
2026-04-25,795,Pinged Pass,REWARDS,89,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/795/pinged-pass
2026-04-25,796,Quick Step,REWARDS,89,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/796/quick-step
2026-04-25,797,Jockey,REWARDS,89,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/797/jockey
2026-04-25,798,Fountain of Youth,EVOLUTIONS,88,,,,Not Rarity: World Tour Silver Stars,0,,true,3,exact,https://www.futbin.com/26/evolutions/798/fountain-of-youth
2026-04-25,799,Il Capitano,REWARDS,89,,91,CB,Not Rarity: World Tour Silver Stars,2,Intercept | Anticipate,true,true,inferred,https://www.futbin.com/26/evolutions/799/il-capitano
2026-04-26,800,Welsh Wonder Strike,REWARDS,87,,89,,Not Rarity: World Tour Silver Stars,2,Rapid | Low Driven Shot,true,true,inferred,https://www.futbin.com/26/evolutions/800/welsh-wonder-strike
2026-04-26,801,The Trailblazer,EVOLUTIONS,89,,91,RB,Not Rarity: World Tour Silver Stars,2,Jockey | Quick Step,,true,exact,https://www.futbin.com/26/evolutions/801/the-trailblazer
2026-04-27,802,Tie Interceptor,EVOLUTIONS,88,,,,Not Rarity: World Tour Silver Stars,1,Intercept,true,3,exact,https://www.futbin.com/26/evolutions/802/tie-interceptor
2026-04-27,803,Gamechanger+,REWARDS,89,,,,Not Rarity: World Tour Silver Stars,1,Gamechanger,true,true,inferred,https://www.futbin.com/26/evolutions/803/gamechanger
2026-04-27,804,Defensive Awareness,REWARDS,89,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/804/defensive-awareness
2026-04-28,805,In Form,REWARDS,89,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/805/in-form
2026-04-28,806,Intercept,REWARDS,89,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/806/intercept
2026-04-28,807,Gamechanger,REWARDS,89,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/807/gamechanger
2026-04-28,808,Rapid Gains,EVOLUTIONS,88,,,,Not Rarity: World Tour Silver Stars,0,,true,3,exact,https://www.futbin.com/26/evolutions/808/rapid-gains
2026-04-29,809,Flint & Steel,EVOLUTIONS,88,,90,CB,Not Rarity: World Tour Silver Stars,2,Bruiser | Precision Header,true,true,exact,https://www.futbin.com/26/evolutions/809/flint--steel
2026-04-30,810,Chrome Finishers,EVOLUTIONS,74,,,,Not Rarity: World Tour Silver Stars,1,Quick Step,true,3,exact,https://www.futbin.com/26/evolutions/810/chrome-finishers
2026-04-30,811,Anticipate,REWARDS,89,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/811/anticipate
2026-05-01,812,Inventive,REWARDS,89,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/812/inventive
2026-05-01,813,"Cut In, Say Less",EVOLUTIONS,90,,92,RM or RW,Not Rarity: World Tour Silver Stars,3,Finesse Shot | Technical | Gamechanger,,true,exact,https://www.futbin.com/26/evolutions/813/cut-in-say-less
2026-05-01,814,From Distance,REWARDS,89,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/814/from-distance
2026-05-01,815,Pass IQ,REWARDS,89,,,,Not Rarity: World Tour Silver Stars,0,,true,5,inferred,https://www.futbin.com/26/evolutions/815/pass-iq
2026-05-01,816,Turbo Strength,REWARDS,89,,90,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/816/turbo-strength
2026-05-01,817,Intercept & Aerial Fortress,REWARDS,89,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/817/intercept--aerial-fortress
2026-05-02,818,Finesse Shot+,REWARDS,89,,,,Not Rarity: World Tour Silver Stars,1,Finesse Shot,true,true,inferred,https://www.futbin.com/26/evolutions/818/finesse-shot
2026-05-02,819,Long Ball Pass+ & Pinged Pass,REWARDS,89,,,,Not Rarity: World Tour Silver Stars,1,Long Ball Pass,true,true,inferred,https://www.futbin.com/26/evolutions/819/long-ball-pass--pinged-pass
2026-05-02,820,Creative Playmaker,REWARDS,89,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/820/creative-playmaker
2026-05-02,821,Speed to Finish,REWARDS,89,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/821/speed-to-finish
2026-05-02,822,Curve Your Enthusiasm,EVOLUTIONS,88,,,,Not Rarity: World Tour Silver Stars,0,,true,5,exact,https://www.futbin.com/26/evolutions/822/curve-your-enthusiasm
2026-05-03,823,Lightning Wingback,EVOLUTIONS,89,,91,LB,Not Rarity: World Tour Silver Stars,3,Bruiser | Quick Step | Jockey,,true,exact,https://www.futbin.com/26/evolutions/823/lightning-wingback
2026-05-04,824,Tiki Taka+,REWARDS,89,,,,Not Rarity: World Tour Silver Stars,1,Tiki Taka,true,true,inferred,https://www.futbin.com/26/evolutions/824/tiki-taka
2026-05-04,825,Steel Guard,EVOLUTIONS,74,,,,Not Rarity: World Tour Silver Stars,1,Anticipate,true,3,exact,https://www.futbin.com/26/evolutions/825/steel-guard
2026-05-04,826,Anticipate+ and Intercept,REWARDS,89,,,,Not Rarity: World Tour Silver Stars,1,Anticipate,true,true,inferred,https://www.futbin.com/26/evolutions/826/anticipate-and-intercept
2026-05-05,827,Technical+ and Finesse Shot,REWARDS,89,,,,Not Rarity: World Tour Silver Stars,1,Technical,true,true,inferred,https://www.futbin.com/26/evolutions/827/technical-and-finesse-shot
2026-05-05,828,Versatile Defender,REWARDS,89,,90,CB or LB or RB,Not Rarity: World Tour Silver Stars,2,Jockey | Intercept,true,true,inferred,https://www.futbin.com/26/evolutions/828/versatile-defender
2026-05-05,829,Gear 5,EVOLUTIONS,89,,91,,Not Rarity: World Tour Silver Stars,0,,,true,exact,https://www.futbin.com/26/evolutions/829/gear-5
2026-05-06,830,Fullback Takeover,EVOLUTIONS,89,,90,RB,Not Rarity: World Tour Silver Stars,3,Quick Step | Intercept | Pinged Pass,,true,exact,https://www.futbin.com/26/evolutions/830/fullback-takeover
2026-05-07,831,Lucky Number Seven,EVOLUTIONS,88,,,,Not Rarity: World Tour Silver Stars,0,,true,3,exact,https://www.futbin.com/26/evolutions/831/lucky-number-seven
2026-05-08,832,Le Président,EVOLUTIONS,90,,92,CB,Not Rarity: World Tour Silver Stars,3,Intercept | Anticipate | Aerial Fortress,,true,exact,https://www.futbin.com/26/evolutions/832/le-president
2026-05-08,833,First Touch+,REWARDS,89,,,,Not Rarity: World Tour Silver Stars,1,First Touch,true,true,inferred,https://www.futbin.com/26/evolutions/833/first-touch
2026-05-08,834,Rapid+,REWARDS,89,,,,Not Rarity: World Tour Silver Stars,1,Rapid,true,true,inferred,https://www.futbin.com/26/evolutions/834/rapid
2026-05-09,835,Intercept and Pinged Pass,REWARDS,89,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/835/intercept-and-pinged-pass
2026-05-09,836,Tiki Taka and Low Driven Shot,REWARDS,89,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/836/tiki-taka-and-low-driven-shot
2026-05-09,837,Cat Like Reflexes,EVOLUTIONS,90,,92,GK,Not Rarity: World Tour Silver Stars,2,Far Reach | Rush Out,true,true,exact,https://www.futbin.com/26/evolutions/837/cat-like-reflexes
2026-05-09,838,TOTS Honourable Mentions,COSMETICS,,,,,Not Rarity: World Tour Silver Stars,0,,,2,exact,https://www.futbin.com/26/evolutions/838/tots-honourable-mentions
2026-05-10,839,Maestro Unbound,EVOLUTIONS,,,,,Not Rarity: World Tour Silver Stars,0,,,2,exact,https://www.futbin.com/26/evolutions/839/maestro-unbound
2026-05-11,840,Polished Pivot,EVOLUTIONS,74,,,,Not Rarity: World Tour Silver Stars,2,Incisive Pass | Pinged Pass,true,3,exact,https://www.futbin.com/26/evolutions/840/polished-pivot
2026-05-11,841,Quick Step+ and Jockey,REWARDS,89,,,,Not Rarity: World Tour Silver Stars,1,Quick Step,true,true,inferred,https://www.futbin.com/26/evolutions/841/quick-step-and-jockey
2026-05-12,842,Tri-Control,REWARDS,89,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/842/tri-control
