resourceId,name,rating,position,alternatePositions,pace,shooting,passing,dribbling,defending,physical,skills,weakFoot,playstyleCount,playstyles,goldPlaystyleCount,goldPlaystyles,historicalFc26PopularCount,fc27PopularityScore,matchingFc26EvolutionCount,matchingFc26Evolutions,club,league,isBigClub,isTopLeague,prelaunchPriceSnapshot,launchPriceReference
241436,Calvin Bassey,78,CB,,77,44,63,68,77,85,2,3,1,Bruiser,0,,0,,13,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Fulham,Premier League,false,true,1500,2000
228174,Cameron Carter-Vickers,78,CB,,77,33,59,71,77,84,2,2,4,Pinged Pass | Jockey | Aerial Fortress | Bruiser,0,,0,,11,Intro to Evolutions | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Celtic,Scottish Prem,false,false,500,750
275328,Can Uzun,78,CAM,ST | CM,73,81,72,81,38,64,4,4,4,Finesse Shot | Gamechanger | Technical | First Touch,0,,0,,15,Intro to Evolutions | Intro to Rewards EVOs | Club Member Reward | Rising Guard | Cover Athlete | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Footwork Phenom | Pinged Pass | ST Advanced Forward+ | Whipped Pass+ | Cornerstones | Iron Will,Frankfurt,Bundesliga,false,false,500,4000
220821,Carl Starfelt,78,CB,,73,31,58,69,78,80,2,3,1,Aerial Fortress,0,,0,,13,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Celta,LALIGA EA SPORTS,false,false,500,500
259356,Carney Chukwuemeka,78,CAM,CM | CDM,74,69,75,83,65,70,4,3,4,Incisive Pass | Inventive | Technical | First Touch,0,,0,,13,Intro to Evolutions | Intro to Rewards EVOs | Rising Guard | Cover Athlete | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Borussia Dortmund,Bundesliga,false,false,500,9500
254121,Charlie Cresswell,78,CB,,56,31,52,59,79,77,2,3,4,Precision Header | Block | Slide Tackle | Aerial Fortress,0,,0,,11,Intro to Evolutions | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Stade Rennais FC,Ligue 1 McDonald's,false,false,500,750
243686,Chiquinho,78,CM,CAM | RM | CDM,74,75,78,78,69,70,4,3,2,Pinged Pass | Technical,0,,0,,14,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Olympiacos FC,Hellas Liga,false,false,500,500
241925,Chris Führich,78,LM,CAM | LW | CM,86,72,72,82,51,58,4,4,1,Technical,0,,0,,13,Intro to Evolutions | Intro to Training Camp EVOs II | Rising Guard | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,VfB Stuttgart,Bundesliga,false,false,500,500
238216,Conor Gallagher,78,CM,CDM | CAM,68,73,77,76,78,79,3,4,2,Block | Intercept,0,,0,,15,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Cover Athlete | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Spurs,Premier League,false,true,500,2500
265057,Cora Zicai,78,LW,LM,77,76,74,79,51,66,4,4,2,Finesse Shot | Rapid,0,,0,,13,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,VfL Wolfsburg,GPFBL,false,false,500,500
73014,Cornelia Kramer,78,ST,,81,80,59,75,48,74,3,2,2,Finesse Shot | Relentless,0,,0,,15,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Club Member Reward | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | ST Advanced Forward+ | Whipped Pass+ | Cornerstones | Iron Will,Leverkusen,GPFBL,false,false,500,500
264846,Cristhian Mosquera,78,CB,RB,74,48,65,66,79,77,2,3,0,,0,,0,,13,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Arsenal,Premier League,false,true,500,1000
251954,Crysencio Summerville,78,LM,RW | LW | RM,89,74,70,82,36,54,3,3,3,Rapid | First Touch | Quick Step,0,,0,,12,Intro to Evolutions | Intro to Training Camp EVOs II | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Al Hilal,ROSHN Saudi League,false,false,500,500
243908,Daniel Ballard,78,CB,,60,43,58,60,78,82,2,3,2,Precision Header | Aerial Fortress,0,,0,,13,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Sunderland,Premier League,false,true,500,1500
211361,Danilo Cataldi,78,CM,CDM,65,72,78,78,73,66,3,4,0,,0,,0,,14,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Latium,Serie A Enilive,false,false,500,500
273106,Danilo Santos,78,CM,CDM,72,70,75,77,74,71,3,3,4,Finesse Shot | Pinged Pass | Anticipate | Press Proven,0,,0,,12,Intro to Evolutions | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Botafogo,Sudamericana,false,false,500,
219693,Diego Carlos,78,CB,,68,46,63,67,79,69,2,4,0,,0,,0,,13,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Parma,Serie A Enilive,false,false,500,500
269278,Diego Gómez,78,CM,CAM | RM | CDM,70,76,76,77,73,76,3,3,0,,0,,0,,14,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Brighton,Premier League,false,true,500,1500
234574,Diogo Dalot,78,RB,LB | RM | LM,78,63,73,74,74,78,4,4,2,Slide Tackle | Long Throw,0,,0,,13,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Man Utd,Premier League,true,true,500,1500
271384,Dion Drena Beljo,78,ST,,63,80,55,72,31,76,4,3,1,Press Proven,0,,0,,15,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Club Member Reward | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | ST Advanced Forward+ | Whipped Pass+ | Cornerstones | Iron Will,Dinamo Zagreb,Liga Hrvatska,false,false,500,500
234112,Dodô,78,RB,RM,85,59,75,79,71,65,3,3,4,Gamechanger | Whipped Pass | Jockey | Rapid,0,,0,,10,Intro to Evolutions | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Fiorentina,Serie A Enilive,false,false,500,500
265246,Drew Spence,78,CDM,CM,35,72,75,74,75,80,3,4,3,Power Shot | Precision Header | Technical,0,,0,,14,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Spurs,Barclays WSL,false,false,500,500
267328,Ebony Salmon,78,ST,CAM,86,78,75,76,41,64,3,3,2,Technical | Quick Step,0,,0,,15,Intro to Evolutions | Intro to Training Camp EVOs II | Club Member Reward | Rising Guard | Cover Athlete | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | ST Advanced Forward+ | Whipped Pass+ | Cornerstones | Iron Will,West Ham,Barclays WSL,false,false,500,750
180930,Edin Džeko,78,ST,,47,81,73,76,40,75,3,5,4,Finesse Shot | Low Driven Shot | First Touch | Press Proven,0,,0,,13,Intro to Evolutions | Intro to Rewards EVOs | Club Member Reward | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Footwork Phenom | Pinged Pass | ST Advanced Forward+ | Whipped Pass+ | Cornerstones | Iron Will,FC Schalke 04,Bundesliga,false,false,500,500
239763,Edon Zhegrova,78,RM,RW,82,67,75,84,34,58,4,2,1,Technical,0,,0,,13,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Juventus,Serie A Enilive,false,false,500,750
252144,Eduardo Quaresma,78,CB,RB,81,54,68,74,78,75,3,3,4,Long Ball Pass | Jockey | Anticipate | Slide Tackle,0,,0,,11,Intro to Evolutions | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Sporting CP,Liga Portugal,false,false,500,750
274915,El Hadji Malick Diouf,78,LB,,79,67,73,75,74,75,3,2,0,,0,,0,,13,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Brentford,Premier League,false,true,500,500
267329,Elizabeth Ball,78,CB,,33,44,59,63,81,73,2,3,1,Jockey,0,,0,,13,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,KC Current,NWSL,false,false,500,500
247530,Emilie Nautnes,78,ST,,82,76,65,78,24,60,3,3,0,,0,,0,,15,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Club Member Reward | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | ST Advanced Forward+ | Whipped Pass+ | Cornerstones | Iron Will,Madrid CFF,Liga F Moeve,false,false,500,500
275587,Esperanza Pizarro,78,CM,ST | LW | CAM,74,81,78,78,65,69,3,3,3,Dead Ball | Technical | Enforcer,0,,0,,16,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Club Member Reward | Rising Guard | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | ST Advanced Forward+ | Whipped Pass+ | Cornerstones | Iron Will,RC Deportivo,Liga F Moeve,false,false,500,500
72705,Eunate Astralaga,78,GK,,78,76,78,77,45,77,1,2,1,Long Ball Pass,0,,0,,8,Intro to Training Camp EVOs I | Intro to Training Camp EVOs II | The Debut | Relentless Pressure | Long Ball Pass | Pinged Pass | Whipped Pass+ | Cornerstones,Athletic Club,Liga F Moeve,false,false,500,750
258444,Evann Guessand,78,RW,RM | ST,78,76,73,78,36,72,3,3,0,,0,,0,,15,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Club Member Reward | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | ST Advanced Forward+ | Whipped Pass+ | Cornerstones | Iron Will,Crystal Palace,Premier League,false,true,500,500
256958,Fábio Vieira,78,CAM,RW | CM | RM,75,74,79,79,57,57,3,3,2,Dead Ball | Tiki Taka,0,,0,,14,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Hamburger SV,Bundesliga,false,false,500,500
182494,Fernando Muslera,78,GK,,79,74,71,79,43,80,1,2,4,Long Ball Pass | Far Throw | Cross Claimer | 1v1 Close Down,0,,0,,6,Intro to Training Camp EVOs I | The Debut | Relentless Pressure | Pinged Pass | Whipped Pass+ | Cornerstones,Estudiantes,LPF,false,false,500,500
220876,Franck Honorat,78,RM,ST | RW | CAM,82,75,77,76,54,63,4,3,3,Power Shot | Whipped Pass | Technical,0,,0,,15,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Club Member Reward | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | ST Advanced Forward+ | Whipped Pass+ | Cornerstones | Iron Will,M'gladbach,Bundesliga,false,false,500,500
236822,Gabriel Gudmundsson,78,LB,LM,87,64,73,77,72,75,3,3,2,Rapid | Long Throw,0,,0,,12,Intro to Evolutions | Intro to Training Camp EVOs II | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Leeds United,Premier League,false,true,500,500
209519,Gaëtan Laborde,78,ST,RW | RM,68,78,76,78,40,78,3,4,3,Acrobatic | Press Proven | Relentless,0,,0,,15,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Club Member Reward | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | ST Advanced Forward+ | Whipped Pass+ | Cornerstones | Iron Will,Al Diriyah,ROSHN Saudi League,false,false,500,
227055,Gelson Martins,78,RM,LM | RW,87,69,71,83,51,64,4,2,2,Rapid | Quick Step,0,,0,,12,Intro to Evolutions | Intro to Training Camp EVOs II | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Olympiacos FC,Hellas Liga,false,false,500,500
241182,Gemma Gili,78,CM,CAM | ST | CDM,64,72,73,75,71,78,3,3,2,Incisive Pass | Inventive,0,,0,,16,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Club Member Reward | Rising Guard | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | ST Advanced Forward+ | Whipped Pass+ | Cornerstones | Iron Will,Sevilla FC,Liga F Moeve,false,false,500,500
219732,Georges-Kévin Nkoudou,78,LM,LW,92,79,71,81,34,63,5,3,2,Gamechanger | Rapid,0,,0,,12,Intro to Evolutions | Intro to Training Camp EVOs II | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Abha Club,ROSHN Saudi League,false,false,500,
253002,Giacomo Raspadori,78,ST,CAM | LW | LM,79,78,72,83,28,61,4,4,3,Dead Ball | Gamechanger | Technical,0,,0,,15,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Club Member Reward | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | ST Advanced Forward+ | Whipped Pass+ | Cornerstones | Iron Will,Bergamo Calcio,Serie A Enilive,false,false,500,750
226710,Gianluca Scamacca,78,ST,,60,80,66,73,38,72,3,3,2,Finesse Shot | Enforcer,0,,0,,15,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Club Member Reward | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | ST Advanced Forward+ | Whipped Pass+ | Cornerstones | Iron Will,Bergamo Calcio,Serie A Enilive,false,false,500,500
271742,Gio Garbelini,78,ST,LM | CAM | LW,87,80,62,80,27,72,3,4,4,Chip Shot | Acrobatic | Gamechanger | Rapid,0,,0,,12,Intro to Evolutions | Club Member Reward | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Footwork Phenom | Pinged Pass | ST Advanced Forward+ | Whipped Pass+ | Cornerstones | Iron Will,Atlético de Madrid,Liga F Moeve,false,false,500,750
74091,Gorrotxa,78,CDM,CM,70,60,70,72,75,80,2,3,2,Intercept | Anticipate,0,,0,,14,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Real Sociedad,LALIGA EA SPORTS,false,false,500,1500
275208,Guéla Doué,78,RB,CB | CDM,72,52,71,72,76,78,3,3,1,Aerial Fortress,0,,0,,13,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Leverkusen,Bundesliga,false,false,500,500
225659,Guido Rodríguez,78,CDM,CM,42,62,71,69,78,73,2,4,3,Anticipate | Slide Tackle | Bruiser,0,,0,,14,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Valencia CF,LALIGA EA SPORTS,false,false,500,500
265526,Guillaume Restes,78,GK,,79,75,80,80,40,78,1,3,1,Footwork,0,,0,,8,Intro to Training Camp EVOs I | Intro to Training Camp EVOs II | The Debut | Relentless Pressure | Long Ball Pass | Pinged Pass | Whipped Pass+ | Cornerstones,Toulouse FC,Ligue 1 McDonald's,false,false,750,1000
231184,Guruzeta,78,ST,,71,78,73,78,52,79,3,4,1,Acrobatic,0,,0,,15,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Club Member Reward | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | ST Advanced Forward+ | Whipped Pass+ | Cornerstones | Iron Will,Athletic Club,LALIGA EA SPORTS,false,false,500,1000
235663,Guus Til,78,CAM,ST | CM | CDM,79,77,74,74,65,76,3,3,3,Precision Header | Low Driven Shot | First Touch,0,,0,,16,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Club Member Reward | Rising Guard | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | ST Advanced Forward+ | Whipped Pass+ | Cornerstones | Iron Will,PSV,Eredivisie,false,false,500,500
262088,Hákon Arnar Haraldsson,78,CAM,LM | CM | LW,77,67,75,81,57,70,3,4,2,Incisive Pass | Technical,0,,0,,14,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,LOSC Lille,Ligue 1 McDonald's,false,false,500,500
210021,Hany Mukhtar,78,CAM,ST | CM | CDM,82,74,77,80,44,62,3,5,5,Dead Ball | Inventive | Technical | First Touch | Quick Step,0,,0,,13,Intro to Evolutions | Intro to Rewards EVOs | Club Member Reward | Rising Guard | Passing Prodigy | One Shot | Complete Connection | Footwork Phenom | Pinged Pass | ST Advanced Forward+ | Whipped Pass+ | Cornerstones | Iron Will,Nashville SC,MLS,false,false,500,750
242087,Hidemasa Morita,78,CM,CDM,68,71,75,78,72,78,3,5,5,Incisive Pass | Anticipate | Press Proven | Relentless | Bruiser,0,,0,,11,Intro to Evolutions | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Complete Connection | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Hull City,Premier League,false,true,500,750
234205,Hiroki Ito,78,CB,LB,74,57,71,72,80,72,2,3,2,Jockey | Block,0,,0,,13,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,FC Bayern München,Bundesliga,true,false,500,500
234906,Houssem Aouar,78,CAM,CM | CDM | ST,68,74,75,81,65,67,4,3,5,Dead Ball | Low Driven Shot | Incisive Pass | Inventive | Technical,0,,0,,13,Intro to Evolutions | Intro to Rewards EVOs | Club Member Reward | Rising Guard | Passing Prodigy | One Shot | Complete Connection | Footwork Phenom | Pinged Pass | ST Advanced Forward+ | Whipped Pass+ | Cornerstones | Iron Will,Al Ittihad,ROSHN Saudi League,false,false,500,250
233630,Hugo Cuypers,78,ST,,75,78,68,71,44,78,3,4,3,Finesse Shot | Low Driven Shot | Gamechanger,0,,0,,15,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Club Member Reward | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | ST Advanced Forward+ | Whipped Pass+ | Cornerstones | Iron Will,Monterrey,Liga BBVA MX,false,false,500,250
235173,Ibrahim Sangaré,78,CDM,CM,58,66,73,72,77,82,3,4,2,Bruiser | Enforcer,0,,0,,14,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Nott'm Forest,Premier League,false,true,500,500
259233,Ilaix Moriba,78,CM,CDM,72,71,73,76,76,79,4,4,3,Slide Tackle | Press Proven | Bruiser,0,,0,,14,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Celta,LALIGA EA SPORTS,false,false,500,500
272056,Inma Gabarro,78,LM,ST | LW,85,77,73,79,52,69,4,3,2,Low Driven Shot | Technical,0,,0,,14,Intro to Evolutions | Intro to Training Camp EVOs II | Club Member Reward | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | ST Advanced Forward+ | Whipped Pass+ | Cornerstones | Iron Will,Everton,Barclays WSL,false,false,500,500
234102,Ionuț Andrei Radu,78,GK,,79,77,75,80,53,76,1,2,0,,0,,0,,8,Intro to Training Camp EVOs I | Intro to Training Camp EVOs II | The Debut | Relentless Pressure | Long Ball Pass | Pinged Pass | Whipped Pass+ | Cornerstones,Celta,LALIGA EA SPORTS,false,false,750,2000
246923,Jacob Ramsey,78,CM,LW | CAM | LM,78,75,76,81,69,71,3,4,0,,0,,0,,14,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Newcastle Utd,Premier League,false,true,500,500
264905,Jade Le Guilly,78,RB,RM,71,55,72,72,78,73,3,3,1,Rapid,0,,0,,13,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Paris SG,Arkema PL,true,false,500,500
248492,James Hill,78,CB,RB,71,40,62,67,78,75,2,3,2,Aerial Fortress | Long Throw,0,,0,,13,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,AFC Bournemouth,Premier League,false,true,500,1000
252448,Jamie Leweling,78,RM,LM | CAM | RW,83,73,68,81,46,76,4,4,2,Power Shot | Rapid,0,,0,,13,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,VfB Stuttgart,Bundesliga,false,false,500,750
268941,Jana,78,RB,CB | RM | RW,70,53,71,67,79,74,2,3,2,Slide Tackle | Relentless,0,,0,,13,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,London City,Barclays WSL,false,false,500,500
227381,Janine Sonis,78,LB,RB | LM | RM,84,73,77,78,71,69,3,3,2,Whipped Pass | Technical,0,,0,,13,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Denver Summit FC,NWSL,false,false,500,500
265409,Janou Levels,78,LB,LM | LW,84,63,74,74,72,57,4,4,2,Intercept | Relentless,0,,0,,13,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Real Madrid,Liga F Moeve,true,false,500,250
250751,Jayde Riviere,78,RB,RM,74,51,70,71,78,68,2,4,2,Slide Tackle | Long Throw,0,,0,,13,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Manchester Utd,Barclays WSL,false,false,500,500
225149,Jean Butez,78,GK,,74,79,84,79,49,76,1,4,3,Far Throw | Footwork | 1v1 Close Down,0,,0,,8,Intro to Training Camp EVOs I | Intro to Training Camp EVOs II | The Debut | Relentless Pressure | Long Ball Pass | Pinged Pass | Whipped Pass+ | Cornerstones,Como,Serie A Enilive,false,false,750,750
